game_id,season,type,away_team_id,home_team_id,outcome
2017020812,20172018,R,24,7,away win OT
2017020586,20172018,R,20,24,home win REG
2017020240,20172018,R,23,24,home win REG
2017020624,20172018,R,29,21,home win REG
2017020221,20172018,R,52,25,away win REG
2017020731,20172018,R,2,53,home win OT
2017020986,20172018,R,14,25,away win OT
2017021124,20172018,R,22,12,away win REG
2017020146,20172018,R,2,30,home win REG
2017020001,20172018,R,10,52,away win REG
2017020482,20172018,R,1,8,home win OT
2017020706,20172018,R,8,15,away win REG
2017021076,20172018,R,22,20,home win REG
2017021046,20172018,R,24,25,home win REG
2017020214,20172018,R,21,2,home win REG
2017020285,20172018,R,15,21,home win REG
2017020423,20172018,R,12,23,home win REG
2017020930,20172018,R,2,10,home win SO
2017020301,20172018,R,30,15,home win REG
2017021066,20172018,R,8,29,home win REG
2017021087,20172018,R,6,13,home win REG
2017020625,20172018,R,26,20,home win REG
2017020138,20172018,R,28,6,home win REG
2017020020,20172018,R,7,2,home win REG
2017021170,20172018,R,15,3,away win REG
2017021025,20172018,R,25,18,home win REG
2017020540,20172018,R,30,13,home win REG
2017020699,20172018,R,25,29,home win SO
2017020506,20172018,R,18,20,away win REG
2017021194,20172018,R,28,18,home win REG
2017020342,20172018,R,9,29,home win REG
2017021257,20172018,R,3,4,home win REG
2017021255,20172018,R,19,16,away win REG
2017021010,20172018,R,16,24,home win REG
2017020853,20172018,R,5,19,away win REG
2017020696,20172018,R,6,2,away win REG
2017020164,20172018,R,5,30,home win REG
2017020059,20172018,R,3,29,home win REG
2017020953,20172018,R,7,15,home win REG
2017020952,20172018,R,2,1,home win REG
2017020562,20172018,R,29,5,home win SO
2017021081,20172018,R,1,54,away win REG
2017020955,20172018,R,52,25,away win REG
2017021218,20172018,R,6,4,home win OT
2017020058,20172018,R,15,1,away win REG
2017020614,20172018,R,9,17,home win OT
2017020728,20172018,R,9,30,home win REG
2017020813,20172018,R,54,5,home win REG
2017020987,20172018,R,18,22,away win REG
2017020154,20172018,R,25,20,away win REG
2017020911,20172018,R,25,28,home win REG
2017020065,20172018,R,1,3,away win REG
2017021065,20172018,R,52,15,home win OT
2017020715,20172018,R,53,19,away win REG
2017020067,20172018,R,13,5,home win REG
2017020404,20172018,R,24,18,home win SO
2017020118,20172018,R,12,25,home win REG
2017020161,20172018,R,53,1,home win REG
2017020046,20172018,R,1,10,away win REG
2017020582,20172018,R,2,52,home win REG
2017020375,20172018,R,53,22,home win OT
2017020918,20172018,R,13,10,home win REG
2017020019,20172018,R,21,1,home win REG
2017020455,20172018,R,12,26,home win OT
2017020810,20172018,R,3,25,home win REG
2017020555,20172018,R,15,54,home win REG
2017021114,20172018,R,25,52,home win REG
2017020671,20172018,R,17,5,home win REG
2017020239,20172018,R,17,20,home win REG
2017020811,20172018,R,14,22,home win REG
2017020411,20172018,R,53,54,home win OT
2017020675,20172018,R,21,25,away win REG
2017020012,20172018,R,4,26,home win REG
2017020890,20172018,R,4,29,away win OT
2017020679,20172018,R,3,5,home win REG
2017021014,20172018,R,29,28,away win REG
2017021267,20172018,R,24,53,away win REG
2017020013,20172018,R,2,29,home win REG
2017021157,20172018,R,14,1,home win REG
2017020736,20172018,R,9,19,home win REG
2017020836,20172018,R,20,3,home win REG
2017021226,20172018,R,15,19,away win REG
2017020432,20172018,R,20,8,away win OT
2017020156,20172018,R,26,6,away win OT
2017020005,20172018,R,18,6,home win REG
2017020823,20172018,R,18,10,home win SO
2017020981,20172018,R,20,21,home win REG
2017020462,20172018,R,21,5,away win REG
2017021125,20172018,R,13,9,away win REG
2017020465,20172018,R,12,24,home win REG
2017020550,20172018,R,7,12,home win REG
2017020254,20172018,R,13,1,home win REG
2017021204,20172018,R,26,24,home win OT
2017021171,20172018,R,9,12,home win REG
2017020441,20172018,R,54,18,away win SO
2017020063,20172018,R,10,8,away win OT
2017020050,20172018,R,20,26,away win OT
2017020539,20172018,R,4,7,home win REG
2017020284,20172018,R,4,52,home win SO
2017020450,20172018,R,10,5,away win REG
2017020531,20172018,R,24,2,away win OT
2017020486,20172018,R,13,21,home win REG
2017020197,20172018,R,10,26,home win REG
2017020800,20172018,R,3,18,home win REG
2017020831,20172018,R,21,19,home win REG
2017020280,20172018,R,53,8,away win REG
2017020064,20172018,R,19,14,home win REG
2017020072,20172018,R,6,53,away win REG
2017020243,20172018,R,6,10,home win OT
2017020086,20172018,R,21,18,home win REG
2017020682,20172018,R,23,30,away win OT
2017021061,20172018,R,25,5,home win REG
2017020371,20172018,R,12,29,home win SO
2017020819,20172018,R,30,19,away win REG
2017020261,20172018,R,22,15,home win SO
2017020454,20172018,R,9,28,home win REG
2017021091,20172018,R,17,26,home win REG
2017020590,20172018,R,12,19,home win REG
2017020949,20172018,R,14,8,away win SO
2017021265,20172018,R,29,18,home win REG
2017021209,20172018,R,52,10,away win REG
2017020330,20172018,R,25,21,home win REG
2017020410,20172018,R,25,21,away win REG
2017020740,20172018,R,26,23,home win REG
2017020940,20172018,R,25,26,away win REG
2017020565,20172018,R,25,30,home win REG
2017020824,20172018,R,6,3,away win REG
2017020480,20172018,R,7,4,home win REG
2017020882,20172018,R,7,9,home win OT
2017021088,20172018,R,21,19,away win REG
2017020588,20172018,R,8,13,home win REG
2017020226,20172018,R,53,5,home win REG
2017020388,20172018,R,5,7,away win REG
2017020514,20172018,R,5,21,home win REG
2017020626,20172018,R,24,22,home win SO
2017020109,20172018,R,8,24,home win REG
2017020883,20172018,R,17,14,home win REG
2017021071,20172018,R,6,12,away win REG
2017020900,20172018,R,8,54,home win REG
2017021038,20172018,R,8,13,home win REG
2017021101,20172018,R,8,10,home win REG
2017020529,20172018,R,52,6,home win SO
2017020396,20172018,R,6,4,away win REG
2017020621,20172018,R,54,19,home win REG
2017020600,20172018,R,52,22,away win REG
2017020296,20172018,R,13,26,home win REG
2017020754,20172018,R,10,25,away win REG
2017020228,20172018,R,18,29,away win REG
2017020941,20172018,R,30,3,away win REG
2017020083,20172018,R,13,4,home win REG
2017021040,20172018,R,12,16,away win REG
2017020004,20172018,R,4,28,away win REG
2017020329,20172018,R,8,18,home win SO
2017020219,20172018,R,29,3,home win REG
2017020776,20172018,R,19,6,home win REG
2017020447,20172018,R,52,14,home win OT
2017021175,20172018,R,21,54,home win REG
2017020757,20172018,R,7,23,away win REG
2017021024,20172018,R,13,14,home win OT
2017020584,20172018,R,10,21,home win OT
2017020430,20172018,R,53,6,home win REG
2017020884,20172018,R,20,18,away win REG
2017020181,20172018,R,4,16,home win REG
2017021041,20172018,R,2,22,home win SO
2017021104,20172018,R,9,29,home win REG
2017021239,20172018,R,16,19,away win REG
2017020790,20172018,R,28,29,away win REG
2017021119,20172018,R,26,30,away win OT
2017020199,20172018,R,18,24,away win REG
2017020051,20172018,R,5,14,home win REG
2017020795,20172018,R,19,7,away win REG
2017021126,20172018,R,4,17,home win SO
2017021271,20172018,R,30,28,away win REG
2017020542,20172018,R,15,53,home win OT
2017020718,20172018,R,2,16,away win REG
2017021200,20172018,R,10,2,away win REG
2017020685,20172018,R,28,26,away win REG
2017021201,20172018,R,14,3,away win REG
2017020136,20172018,R,7,29,home win REG
2017020807,20172018,R,28,12,away win REG
2017020247,20172018,R,9,21,away win OT
2017020380,20172018,R,52,21,home win OT
2017020627,20172018,R,18,53,home win OT
2017020712,20172018,R,6,8,away win REG
2017020839,20172018,R,23,12,home win REG
2017020821,20172018,R,20,16,away win REG
2017020765,20172018,R,9,12,home win REG
2017020804,20172018,R,53,26,home win REG
2017020317,20172018,R,22,19,home win REG
2017020638,20172018,R,14,9,home win REG
2017020881,20172018,R,26,5,home win REG
2017021001,20172018,R,19,25,home win OT
2017020598,20172018,R,53,24,home win REG
2017020710,20172018,R,3,21,home win REG
2017021105,20172018,R,3,19,home win OT
2017020203,20172018,R,3,13,away win OT
2017020711,20172018,R,52,20,away win SO
2017020092,20172018,R,17,10,home win REG
2017020888,20172018,R,22,54,home win REG
2017020778,20172018,R,4,1,home win REG
2017020652,20172018,R,29,10,away win OT
2017020325,20172018,R,9,15,home win REG
2017020424,20172018,R,24,54,home win SO
2017021074,20172018,R,52,18,home win REG
2017020062,20172018,R,17,54,away win REG
2017021225,20172018,R,12,13,home win REG
2017020921,20172018,R,14,15,away win REG
2017020972,20172018,R,10,13,home win OT
2017020116,20172018,R,13,15,away win REG
2017020160,20172018,R,17,13,away win SO
2017021205,20172018,R,19,54,home win OT
2017020854,20172018,R,3,52,away win REG
2017021023,20172018,R,54,29,home win REG
2017020971,20172018,R,9,15,home win REG
2017020923,20172018,R,28,19,away win REG
2017021138,20172018,R,53,12,home win REG
2017020617,20172018,R,28,10,home win SO
2017021093,20172018,R,25,9,home win OT
2017020087,20172018,R,29,52,away win REG
2017020120,20172018,R,30,20,away win REG
2017020722,20172018,R,54,12,away win REG
2017020545,20172018,R,30,14,home win REG
2017020054,20172018,R,30,16,away win REG
2017020315,20172018,R,24,28,away win SO
2017020769,20172018,R,14,52,home win REG
2017020157,20172018,R,4,10,away win REG
2017021270,20172018,R,25,26,away win REG
2017020762,20172018,R,1,7,away win REG
2017021107,20172018,R,28,23,away win REG
2017021152,20172018,R,20,28,home win REG
2017020904,20172018,R,6,23,home win REG
2017020681,20172018,R,17,16,away win REG
2017020466,20172018,R,9,7,home win REG
2017021210,20172018,R,2,1,home win REG
2017020523,20172018,R,13,53,away win REG
2017020107,20172018,R,5,13,away win REG
2017020863,20172018,R,16,53,home win REG
2017020766,20172018,R,30,29,away win SO
2017020982,20172018,R,3,23,away win OT
2017020288,20172018,R,6,26,away win REG
2017021100,20172018,R,1,26,away win REG
2017021195,20172018,R,25,30,home win REG
2017020772,20172018,R,21,23,home win OT
2017020144,20172018,R,17,14,home win REG
2017021206,20172018,R,13,6,home win REG
2017021269,20172018,R,23,22,home win SO
2017020885,20172018,R,15,30,away win REG
2017020334,20172018,R,5,6,home win REG
2017020030,20172018,R,26,28,away win REG
2017020580,20172018,R,5,12,home win REG
2017020719,20172018,R,14,30,home win REG
2017020670,20172018,R,2,3,away win REG
2017021003,20172018,R,8,6,home win OT
2017020456,20172018,R,22,10,home win REG
2017020208,20172018,R,16,30,away win REG
2017020339,20172018,R,22,7,home win REG
2017020003,20172018,R,20,22,home win REG
2017021211,20172018,R,8,5,home win REG
2017020113,20172018,R,10,9,home win REG
2017020518,20172018,R,17,2,away win REG
2017020840,20172018,R,19,52,away win REG
2017020212,20172018,R,24,28,home win SO
2017020117,20172018,R,26,29,away win REG
2017020870,20172018,R,24,17,home win REG
2017020304,20172018,R,6,28,away win REG
2017020365,20172018,R,30,52,home win REG
2017020983,20172018,R,5,6,home win REG
2017020782,20172018,R,26,18,home win REG
2017021159,20172018,R,7,3,home win REG
2017020817,20172018,R,6,17,away win REG
2017020412,20172018,R,28,15,home win REG
2017020723,20172018,R,23,52,home win REG
2017021190,20172018,R,14,6,home win REG
2017020337,20172018,R,52,24,away win REG
2017020896,20172018,R,24,30,away win SO
2017020835,20172018,R,17,2,home win OT
2017020496,20172018,R,22,30,away win REG
2017020927,20172018,R,9,16,home win SO
2017021059,20172018,R,6,16,home win REG
2017020438,20172018,R,12,28,home win OT
2017020564,20172018,R,18,19,away win REG
2017020084,20172018,R,10,15,away win REG
2017020735,20172018,R,4,17,away win OT
2017020145,20172018,R,24,13,home win REG
2017020789,20172018,R,17,12,away win REG
2017021080,20172018,R,28,22,away win OT
2017020630,20172018,R,13,17,home win REG
2017020354,20172018,R,30,19,home win REG
2017020978,20172018,R,2,8,home win REG
2017020127,20172018,R,24,4,away win REG
2017020419,20172018,R,52,17,home win REG
2017020528,20172018,R,19,20,home win REG
2017021112,20172018,R,15,4,home win REG
2017021133,20172018,R,8,5,home win REG
2017021256,20172018,R,25,24,home win REG
2017020727,20172018,R,17,1,away win REG
2017020311,20172018,R,53,10,away win REG
2017020783,20172018,R,54,52,away win OT
2017020734,20172018,R,21,8,home win REG
2017020047,20172018,R,5,15,away win REG
2017020398,20172018,R,17,8,home win REG
2017020405,20172018,R,1,53,home win REG
2017021118,20172018,R,13,8,away win REG
2017020648,20172018,R,23,8,home win REG
2017020250,20172018,R,10,6,away win REG
2017020194,20172018,R,12,21,home win REG
2017020677,20172018,R,24,26,away win REG
2017021192,20172018,R,5,1,away win OT
2017021006,20172018,R,9,53,home win REG
2017021165,20172018,R,18,52,home win SO
2017020445,20172018,R,22,8,away win REG
2017020917,20172018,R,24,54,away win REG
2017020806,20172018,R,9,8,home win REG
2017020537,20172018,R,21,26,home win OT
2017020236,20172018,R,16,4,home win REG
2017020096,20172018,R,2,3,away win SO
2017020519,20172018,R,24,3,home win REG
2017020322,20172018,R,6,1,away win SO
2017021109,20172018,R,20,54,home win REG
2017020071,20172018,R,18,16,home win OT
2017021102,20172018,R,6,14,away win REG
2017020788,20172018,R,15,5,home win REG
2017020851,20172018,R,22,28,home win REG
2017020245,20172018,R,12,29,away win REG
2017020943,20172018,R,52,19,away win REG
2017020403,20172018,R,13,12,home win OT
2017020826,20172018,R,2,7,home win REG
2017021017,20172018,R,9,25,away win OT
2017020932,20172018,R,29,4,home win REG
2017021189,20172018,R,53,54,away win REG
2017020962,20172018,R,22,24,away win SO
2017020205,20172018,R,10,19,home win REG
2017020867,20172018,R,1,4,away win SO
2017020009,20172018,R,30,17,home win REG
2017020494,20172018,R,10,17,home win REG
2017020761,20172018,R,24,6,away win REG
2017020993,20172018,R,1,12,home win REG
2017020349,20172018,R,7,8,home win REG
2017020345,20172018,R,20,25,home win REG
2017020570,20172018,R,8,14,home win REG
2017021060,20172018,R,2,20,away win REG
2017020132,20172018,R,20,18,away win SO
2017020381,20172018,R,26,15,away win REG
2017020847,20172018,R,21,12,home win REG
2017021215,20172018,R,19,53,home win REG
2017020319,20172018,R,30,7,away win REG
2017020393,20172018,R,26,19,away win REG
2017020660,20172018,R,9,10,away win REG
2017020098,20172018,R,14,29,away win REG
2017020929,20172018,R,20,54,home win REG
2017020504,20172018,R,5,53,away win REG
2017020809,20172018,R,18,2,away win OT
2017020251,20172018,R,7,8,home win OT
2017020061,20172018,R,9,20,away win REG
2017020604,20172018,R,5,4,away win REG
2017020056,20172018,R,17,53,away win REG
2017020716,20172018,R,13,18,home win REG
2017020990,20172018,R,16,28,home win REG
2017020908,20172018,R,5,29,away win REG
2017020446,20172018,R,19,17,away win REG
2017020775,20172018,R,4,15,home win REG
2017020566,20172018,R,22,52,home win REG
2017020162,20172018,R,29,19,home win REG
2017020988,20172018,R,30,53,home win REG
2017020391,20172018,R,24,29,home win REG
2017021160,20172018,R,19,29,away win REG
2017020837,20172018,R,29,15,home win REG
2017020045,20172018,R,53,54,home win REG
2017020348,20172018,R,15,10,away win REG
2017021007,20172018,R,3,22,away win REG
2017020172,20172018,R,6,29,home win SO
2017020658,20172018,R,22,18,home win REG
2017020991,20172018,R,8,2,away win REG
2017020022,20172018,R,8,15,home win REG
2017020431,20172018,R,2,5,home win OT
2017020155,20172018,R,28,7,away win REG
2017020007,20172018,R,21,3,away win REG
2017020414,20172018,R,6,18,home win REG
2017020091,20172018,R,8,28,home win REG
2017021214,20172018,R,30,25,home win REG
2017020475,20172018,R,3,9,home win REG
2017020126,20172018,R,53,2,home win REG
2017020895,20172018,R,3,9,home win REG
2017020667,20172018,R,15,12,away win REG
2017020089,20172018,R,12,22,away win REG
2017020481,20172018,R,2,29,home win REG
2017020948,20172018,R,6,10,home win REG
2017020093,20172018,R,16,19,home win REG
2017020202,20172018,R,29,14,home win SO
2017020167,20172018,R,24,12,away win SO
2017020738,20172018,R,13,25,home win REG
2017020292,20172018,R,20,4,away win OT
2017020242,20172018,R,13,7,away win REG
2017020803,20172018,R,14,23,away win REG
2017020502,20172018,R,24,15,home win OT
2017020845,20172018,R,18,8,away win SO
2017021168,20172018,R,7,10,away win REG
2017020729,20172018,R,14,16,away win REG
2017020509,20172018,R,20,23,away win REG
2017020103,20172018,R,25,53,away win REG
2017020768,20172018,R,16,18,away win REG
2017020635,20172018,R,30,21,home win REG
2017020544,20172018,R,52,2,home win REG
2017020764,20172018,R,28,5,home win REG
2017020324,20172018,R,23,5,away win REG
2017021196,20172018,R,52,16,home win REG
2017020861,20172018,R,14,10,home win REG
2017020386,20172018,R,53,20,home win REG
2017020787,20172018,R,16,23,home win REG
2017020397,20172018,R,19,30,home win OT
2017020179,20172018,R,53,17,home win REG
2017020919,20172018,R,29,1,away win REG
2017020860,20172018,R,28,24,away win SO
2017020407,20172018,R,22,20,away win REG
2017020852,20172018,R,17,15,away win OT
2017020578,20172018,R,3,17,home win SO
2017020444,20172018,R,2,6,home win REG
2017021019,20172018,R,2,23,home win OT
2017020171,20172018,R,53,4,away win OT
2017021228,20172018,R,21,26,home win REG
2017020015,20172018,R,54,25,away win REG
2017020182,20172018,R,5,22,away win REG
2017020474,20172018,R,12,54,away win SO
2017020492,20172018,R,25,1,home win REG
2017020451,20172018,R,53,29,home win REG
2017021098,20172018,R,16,7,home win REG
2017020165,20172018,R,16,21,home win REG
2017021146,20172018,R,8,7,away win REG
2017021227,20172018,R,22,30,home win REG
2017020902,20172018,R,15,16,home win REG
2017020950,20172018,R,12,17,home win REG
2017020124,20172018,R,28,3,away win REG
2017020283,20172018,R,18,30,home win REG
2017020318,20172018,R,8,25,home win REG
2017020074,20172018,R,20,23,away win REG
2017020195,20172018,R,5,20,home win OT
2017020601,20172018,R,3,7,away win OT
2017020077,20172018,R,6,54,home win REG
2017021184,20172018,R,29,22,away win REG
2017020209,20172018,R,12,53,home win SO
2017021021,20172018,R,8,1,home win REG
2017020606,20172018,R,28,8,away win REG
2017020390,20172018,R,12,3,home win REG
2017021220,20172018,R,1,8,away win REG
2017021097,20172018,R,30,54,away win REG
2017020150,20172018,R,9,1,home win SO
2017020234,20172018,R,14,28,away win REG
2017020893,20172018,R,19,25,home win REG
2017020733,20172018,R,12,5,home win REG
2017020256,20172018,R,16,12,away win OT
2017020442,20172018,R,7,16,home win OT
2017020303,20172018,R,19,23,away win OT
2017021268,20172018,R,54,20,home win REG
2017020037,20172018,R,52,22,away win REG
2017020231,20172018,R,26,24,away win OT
2017020102,20172018,R,12,20,away win REG
2017020561,20172018,R,15,3,home win SO
2017020805,20172018,R,54,15,away win REG
2017021174,20172018,R,28,16,away win SO
2017020669,20172018,R,22,53,away win REG
2017020791,20172018,R,54,30,home win REG
2017020180,20172018,R,52,30,away win REG
2017020534,20172018,R,12,18,away win REG
2017020114,20172018,R,5,14,home win REG
2017021113,20172018,R,19,16,away win OT
2017020749,20172018,R,12,8,away win REG
2017021084,20172018,R,15,2,away win REG
2017020185,20172018,R,18,28,home win REG
2017020747,20172018,R,14,4,away win REG
2017020382,20172018,R,8,17,away win REG
2017020141,20172018,R,52,5,home win OT
2017020464,20172018,R,23,52,home win REG
2017021094,20172018,R,18,21,away win REG
2017020959,20172018,R,19,18,home win REG
2017020503,20172018,R,29,12,home win REG
2017020676,20172018,R,22,54,away win OT
2017021263,20172018,R,14,12,home win OT
2017020763,20172018,R,13,2,away win REG
2017020869,20172018,R,26,12,home win REG
2017021033,20172018,R,52,1,away win REG
2017020314,20172018,R,1,30,away win OT
2017021222,20172018,R,21,24,home win OT
2017020707,20172018,R,26,24,home win REG
2017021078,20172018,R,25,10,home win SO
2017020737,20172018,R,14,18,away win OT
2017020140,20172018,R,53,3,home win REG
2017021143,20172018,R,23,16,away win REG
2017020372,20172018,R,26,17,away win REG
2017020956,20172018,R,24,53,home win REG
2017020272,20172018,R,53,52,home win REG
2017020741,20172018,R,29,54,home win REG
2017020133,20172018,R,23,30,away win REG
2017020449,20172018,R,1,3,home win REG
2017020960,20172018,R,17,3,away win OT
2017020307,20172018,R,9,3,home win REG
2017020189,20172018,R,3,14,away win OT
2017020659,20172018,R,20,30,away win OT
2017021246,20172018,R,8,17,away win REG
2017020587,20172018,R,6,9,away win REG
2017021129,20172018,R,21,16,away win REG
2017020603,20172018,R,6,2,away win REG
2017020857,20172018,R,6,1,away win REG
2017021207,20172018,R,9,17,home win REG
2017020596,20172018,R,28,25,home win REG
2017020877,20172018,R,8,21,home win REG
2017021231,20172018,R,17,29,home win OT
2017020196,20172018,R,7,53,away win REG
2017020277,20172018,R,6,24,home win REG
2017021120,20172018,R,20,53,home win REG
2017020178,20172018,R,54,3,home win REG
2017020159,20172018,R,24,14,away win REG
2017020429,20172018,R,9,24,home win REG
2017021180,20172018,R,28,19,home win OT
2017021145,20172018,R,54,28,home win OT
2017020794,20172018,R,10,6,home win REG
2017020387,20172018,R,10,22,away win REG
2017020469,20172018,R,21,15,home win REG
2017021070,20172018,R,17,28,home win REG
2017020799,20172018,R,21,52,home win REG
2017020920,20172018,R,8,4,home win OT
2017020188,20172018,R,17,9,home win REG
2017020515,20172018,R,28,22,home win REG
2017020401,20172018,R,29,15,home win REG
2017021163,20172018,R,4,5,home win OT
2017020206,20172018,R,8,52,away win OT
2017020129,20172018,R,14,12,away win REG
2017021128,20172018,R,26,52,home win OT
2017020312,20172018,R,20,15,away win REG
2017020641,20172018,R,18,26,away win REG
2017021092,20172018,R,2,15,home win REG
2017020760,20172018,R,3,28,away win REG
2017020525,20172018,R,14,54,home win REG
2017021075,20172018,R,21,30,away win REG
2017021233,20172018,R,6,14,home win REG
2017021244,20172018,R,18,15,away win REG
2017020498,20172018,R,8,9,home win REG
2017020563,20172018,R,8,12,home win REG
2017020631,20172018,R,7,52,home win REG
2017020204,20172018,R,21,4,away win SO
2017020684,20172018,R,24,21,home win REG
2017020802,20172018,R,16,20,home win OT
2017020040,20172018,R,29,12,away win OT
2017020905,20172018,R,4,3,away win REG
2017020246,20172018,R,2,25,home win REG
2017020305,20172018,R,2,12,home win REG
2017020759,20172018,R,52,24,home win SO
2017020558,20172018,R,9,6,home win REG
2017021198,20172018,R,22,23,home win REG
2017020549,20172018,R,24,5,away win REG
2017020814,20172018,R,4,12,away win OT
2017021030,20172018,R,5,4,away win REG
2017020306,20172018,R,21,17,away win OT
2017021015,20172018,R,10,7,home win REG
2017020879,20172018,R,12,1,home win REG
2017020848,20172018,R,1,29,home win REG
2017020942,20172018,R,5,12,away win REG
2017020192,20172018,R,8,30,home win REG
2017020758,20172018,R,2,54,away win REG
2017020744,20172018,R,10,16,away win OT
2017020822,20172018,R,28,21,home win REG
2017020149,20172018,R,21,54,home win REG
2017020467,20172018,R,26,1,home win REG
2017020039,20172018,R,19,3,away win REG
2017020746,20172018,R,18,1,away win REG
2017021053,20172018,R,19,26,away win REG
2017020384,20172018,R,54,30,home win REG
2017020282,20172018,R,25,14,home win REG
2017020028,20172018,R,22,23,home win REG
2017020701,20172018,R,54,14,away win REG
2017020201,20172018,R,15,6,away win REG
2017021111,20172018,R,12,2,away win REG
2017020535,20172018,R,16,25,home win REG
2017021161,20172018,R,18,30,home win REG
2017021186,20172018,R,13,10,home win REG
2017020687,20172018,R,19,10,away win OT
2017020786,20172018,R,25,53,away win REG
2017021127,20172018,R,10,14,home win REG
2017020832,20172018,R,53,30,away win OT
2017021191,20172018,R,17,7,away win REG
2017021237,20172018,R,25,28,away win REG
2017020777,20172018,R,13,7,away win REG
2017021232,20172018,R,52,8,away win OT
2017020742,20172018,R,3,24,home win REG
2017021183,20172018,R,4,25,home win OT
2017020057,20172018,R,7,28,home win REG
2017021187,20172018,R,3,15,home win OT
2017020218,20172018,R,54,10,home win SO
2017020536,20172018,R,19,22,home win REG
2017020865,20172018,R,14,7,home win REG
2017020316,20172018,R,23,4,away win REG
2017021264,20172018,R,16,52,home win REG
2017021208,20172018,R,29,23,home win OT
2017020827,20172018,R,20,1,away win REG
2017020248,20172018,R,52,54,home win REG
2017020876,20172018,R,29,10,home win REG
2017020838,20172018,R,26,13,away win REG
2017021238,20172018,R,9,7,away win REG
2017021164,20172018,R,23,25,away win REG
2017020613,20172018,R,18,54,home win REG
2017020079,20172018,R,2,26,home win REG
2017021135,20172018,R,24,20,away win REG
2017021016,20172018,R,20,5,home win OT
2017021037,20172018,R,3,14,home win REG
2017020361,20172018,R,22,6,away win REG
2017020291,20172018,R,7,17,home win REG
2017021050,20172018,R,8,14,home win SO
2017020841,20172018,R,5,25,home win SO
2017020846,20172018,R,26,14,home win REG
2017020833,20172018,R,25,16,away win REG
2017020903,20172018,R,13,20,away win REG
2017020416,20172018,R,3,5,away win REG
2017020688,20172018,R,1,2,away win REG
2017020721,20172018,R,4,15,away win OT
2017020520,20172018,R,30,9,away win REG
2017021259,20172018,R,8,10,home win REG
2017020163,20172018,R,2,18,away win REG
2017020997,20172018,R,18,23,away win OT
2017020399,20172018,R,28,14,home win REG
2017020992,20172018,R,7,13,home win REG
2017021054,20172018,R,15,28,away win REG
2017021248,20172018,R,20,52,home win REG
2017021047,20172018,R,30,23,away win REG
2017020413,20172018,R,2,13,away win SO
2017020560,20172018,R,7,2,home win OT
2017021241,20172018,R,10,1,home win REG
2017020609,20172018,R,29,25,away win REG
2017021212,20172018,R,3,12,away win REG
2017020637,20172018,R,23,10,home win SO
2017020644,20172018,R,19,15,home win OT
2017020605,20172018,R,15,12,away win OT
2017020577,20172018,R,29,9,home win REG
2017020278,20172018,R,1,10,home win OT
2017020289,20172018,R,13,28,away win REG
2017021158,20172018,R,16,2,away win REG
